"ID","Idade","Renda","Regiao","Genero","seguro auto","seguro vida Emp","seguro vida PF","Seguro Residencial","Investimento Fundos_cambiais","Investimento Fundos_commodities","Investimento LCI","Investimento LCA","Investimento Poupanca","Investimento Fundos Multimercado","Investimento Tesouro Direto","Financiamento Casa","Financiamento Carro","Emprestimo _pessoal","Emprestimo _consignado","Emprestimo _limite_especial","Emprestimo _educacao","Emprestimo _viagem","Investimento CDB","Investimento Fundos","$A-20 campos-1","$AC-20 campos-1","$A-Rule_ID-1","$A-20 campos-2","$AC-20 campos-2","$A-Rule_ID-2","$A-20 campos-3","$AC-20 campos-3","$A-Rule_ID-3"
"42126.00","47.25","7701.219","SE","0.00","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0",,,,,,,,,
"42134.00","50.635","7666.878","N","0.00","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","Investimento Fundos_commodities","0.831425","116","Investimento Fundos_cambiais","0.820611","121",,,
"42141.00","18.354","8088.417","SE","0.00","0","0","0","0","1","1","1","1","1","0","1","0","0","0","0","1","0","0","1","1","Emprestimo _pessoal","0.850508","19","Emprestimo _consignado","0.83672","17",,,
"42167.00","60.336","7898.814","S","0.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1",,,,,,,,,
"42192.00","35.887","7599.53","SE","1.00","1","1","1","1","0","1","0","0","0","0","0","1","0","1","1","1","1","1","1","1","Investimento LCI","0.826283","115","Investimento Fundos_cambiais","0.822335","123",,,
"42206.00","23.152","9663.015","SE","0.00","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42212.00","20.508","8141.832","SE","0.00","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42214.00","41.149","7855.301","SE","0.00","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,
"42225.00","36.359","8283.395","SE","1.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42249.00","44.097","8465.161","CO","0.00","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0",,,,,,,,,
"42256.00","41.337","7136.298","NE","1.00","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0",,,,,,,,,
"42257.00","40.496","7483.862","SE","1.00","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1","Emprestimo _pessoal","0.850508","19","Emprestimo _consignado","0.83672","17",,,
"42285.00","44.497","7989.331","SE","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42287.00","39.95","6640.876","S","0.00","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","Investimento CDB","0.803087","54",,,,,,
"42303.00","56.207","6193.056","NE","1.00","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0",,,,,,,,,
"42306.00","25.34","6971.80","N","1.00","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","Investimento Fundos_commodities","0.822053","45","Investimento LCI","0.819812","42","Investimento Poupanca","0.814433","47"
"42312.00","35.545","8269.508","SE","0.00","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"42313.00","42.841","8366.167","SE","0.00","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","seguro vida PF","0.834343","20",,,,,,
"42319.00","36.914","6605.211","SE","0.00","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","seguro vida PF","0.953814","73","seguro vida Emp","0.945416","101","Investimento Fundos_commodities","0.861494","99"
"42330.00","35.977","7515.36","S","0.00","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","Investimento LCI","0.849805","117","Investimento Fundos_cambiais","0.849155","125",,,
"42342.00","49.017","7257.796","SE","1.00","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0",,,,,,,,,
"42357.00","38.183","7080.823","SE","1.00","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","1",,,,,,,,,
"42359.00","40.793","7810.68","SE","0.00","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","Investimento CDB","0.834699","2","Investimento Fundos","0.803279","1",,,
"42369.00","42.247","7755.953","SE","0.00","0","0","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0",,,,,,,,,
"42381.00","44.455","6717.291","CO","0.00","0","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","Investimento LCI","0.960196","82","Investimento Poupanca","0.920938","95",,,
"42387.00","36.773","15345.00","NE","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"42393.00","21.726","8480.723","SE","0.00","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0",,,,,,,,,
"42395.00","31.073","8164.966","CO","1.00","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","1","0","1","1","0","Investimento Fundos_cambiais","0.915148","110",,,,,,
"42400.00","31.321","7283.429","NE","1.00","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","Seguro Residencial","0.811143","22",,,,,,
"42415.00","46.963","7362.36","N","1.00","0","0","0","1","0","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","Investimento LCI","0.855166","40","Investimento Fundos_cambiais","0.845941","44","Investimento Poupanca","0.83441","46"
"42417.00","45.373","7077.923","S","0.00","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","Emprestimo _limite_especial","0.972733","14",,,,,,
"42426.00","19.407","7425.635","SE","0.00","0","1","1","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","Investimento Fundos_cambiais","0.974854","127","Seguro Residencial","0.969922","33","seguro auto","0.959306","28"
"42436.00","33.292","8318.242","CO","0.00","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","Investimento LCI","0.826283","115","Investimento Fundos_cambiais","0.822335","123",,,
"42438.00","21.827","6495.153","SE","0.00","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","1","1","1","1",,,,,,,,,
"42440.00","23.036","7457.436","S","1.00","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","Investimento Fundos_commodities","0.822053","45","Investimento LCI","0.819812","42","Investimento Poupanca","0.814433","47"
"42440.00","22.619","6857.819","SE","1.00","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","Seguro Residencial","0.871907","4","Investimento Fundos_commodities","0.861494","99","Investimento LCI","0.856418","93"
"42440.00","23.036","7457.436","S","1.00","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","Investimento Fundos_commodities","0.861494","99","Investimento LCI","0.856418","93","Investimento Poupanca","0.830312","100"
"42440.00","23.036","7457.436","S","1.00","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42440.00","22.619","6857.819","SE","1.00","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","Seguro Residencial","0.882474","35","seguro vida Emp","0.828179","37","seguro auto","0.826804","30"
"42440.00","22.619","6857.819","SE","1.00","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","Seguro Residencial","0.871907","4","seguro vida Emp","0.822707","5","Investimento Fundos_commodities","0.822053","45"
"42440.00","22.619","6857.819","SE","1.00","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","Seguro Residencial","0.882474","35","Investimento Fundos_commodities","0.831425","116","seguro vida Emp","0.828179","37"
"42440.00","23.036","7457.436","S","1.00","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","Investimento Fundos_commodities","0.831425","116","Investimento Fundos_cambiais","0.820611","121",,,
"42461.00","40.744","7299.541","CO","0.00","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","Emprestimo _educacao","0.887269","58",,,,,,
"42502.00","42.938","7584.011","NE","0.00","1","1","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0",,,,,,,,,
"42509.00","34.587","7190.865","SE","0.00","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42510.00","30.682","7769.236","NE","0.00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42512.00","41.534","7456.157","CO","0.00","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","Emprestimo _educacao","0.887269","58",,,,,,
"42522.00","22.551","8242.894","S","1.00","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0",,,,,,,,,
"42532.00","51.94","8420.528","S","1.00","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","seguro vida PF","0.953814","73","seguro vida Emp","0.945416","101",,,
"42546.00","19.263","6505.397","SE","0.00","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"42546.00","19.263","6505.397","SE","0.00","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42546.00","19.263","6505.397","SE","0.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42546.00","19.263","6505.397","SE","0.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"42546.00","34.051","6823.182","CO","1.00","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"42546.00","34.051","6823.182","CO","1.00","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42546.00","34.051","6823.182","CO","1.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"42546.00","34.051","6823.182","CO","1.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42560.00","39.166","7183.563","SE","1.00","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","Investimento LCI","0.935174","106","Investimento CDB","0.87515","122",,,
"42562.00","33.528","6818.462","CO","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42574.00","35.458","7421.906","NE","1.00","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0",,,,,,,,,
"42585.00","25.134","7213.822","SE","0.00","0","0","1","1","0","0","0","1","0","0","0","1","1","1","1","1","0","0","1","0","seguro auto","0.920324","72","seguro vida Emp","0.915598","77",,,
"42586.00","23.299","8149.606","SE","1.00","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"42586.00","23.299","8149.606","SE","1.00","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1",,,,,,,,,
"42586.00","43.658","7650.68","SE","0.00","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1",,,,,,,,,
"42586.00","43.658","7650.68","SE","0.00","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"42586.00","43.658","7650.68","SE","0.00","0","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1",,,,,,,,,
"42586.00","43.658","7650.68","SE","0.00","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"42586.00","23.299","8149.606","SE","1.00","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1",,,,,,,,,
"42586.00","23.299","8149.606","SE","1.00","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"42604.00","23.70","8432.202","SE","1.00","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"42608.00","40.997","6995.478","SE","0.00","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42627.00","47.915","6789.054","NE","1.00","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42655.00","63.825","7473.155","SE","0.00","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","1","1","1","1","1","Investimento Fundos_commodities","0.853232","114","Investimento Fundos_cambiais","0.840419","119",,,
"42659.00","27.412","7409.974","NE","0.00","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"42662.00","52.631","8147.119","NE","0.00","1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0",,,,,,,,,
"42676.00","22.053","6466.979","SE","0.00","0","1","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","1","1","Seguro Residencial","0.811143","22",,,,,,
"42678.00","27.092","6611.131","S","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,,,,,,,,
"42680.00","27.438","7222.835","SE","0.00","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42690.00","22.937","7349.47","SE","0.00","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42716.00","44.179","6930.432","NE","1.00","0","1","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42717.00","31.892","8797.432","SE","1.00","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42762.00","21.88","5856.447","SE","0.00","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42770.00","67.484","8266.671","NE","1.00","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","Investimento LCI","0.849805","117","Investimento Fundos_cambiais","0.849155","125",,,
"42776.00","36.20","8303.236","CO","1.00","0","1","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42783.00","65.819","5353.542","SE","1.00","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","Investimento CDB","0.804809","21",,,,,,
"42785.00","70.531","8203.415","S","0.00","1","1","1","1","0","0","1","0","1","1","0","1","1","1","1","1","0","0","0","0",,,,,,,,,
"42799.00","33.74","7015.671","SE","1.00","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0",,,,,,,,,
"42805.00","30.043","7845.585","NE","1.00","0","1","0","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","1","1",,,,,,,,,
"42809.00","61.302","6635.862","SE","1.00","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","Investimento CDB","0.879625","23","Emprestimo _educacao","0.801184","8",,,
"42812.00","44.951","9803.051","SE","1.00","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,
"42825.00","19.256","8072.169","SE","1.00","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","1",,,,,,,,,
"42828.00","77.828","7536.667","CO","1.00","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42835.00","22.945","8494.672","SE","1.00","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",,,,,,,,,
"42837.00","76.296","7656.847","S","1.00","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0",,,,,,,,,
"42838.00","71.366","6962.233","SE","0.00","1","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","Investimento LCI","0.826283","115","Investimento Fundos_cambiais","0.822335","123",,,
"42843.00","33.988","9120.825","NE","0.00","1","1","1","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","Investimento Fundos_cambiais","0.866924","51",,,,,,
"42844.00","20.475","9797.108","CO","1.00","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"42874.00","30.388","7501.725","SE","0.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"42876.00","58.757","7275.762","NE","1.00","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","Emprestimo _viagem","0.958788","57",,,,,,
"42879.00","34.493","5654.094","N","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"42890.00","48.032","8539.188","SE","0.00","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","seguro vida PF","0.953814","73","seguro vida Emp","0.945416","101","Emprestimo _educacao","0.887269","58"
"42891.00","49.093","8312.128","SE","0.00","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0",,,,,,,,,
"42905.00","36.651","7511.569","SE","0.00","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,
"42918.00","70.83","7332.188","S","0.00","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0",,,,,,,,,
"42946.00","29.931","7756.864","NE","0.00","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,,,,,,,,
"42950.00","49.817","8244.118","SE","1.00","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","0","seguro vida PF","0.990483","70",,,,,,
"42964.00","48.336","6126.44","SE","0.00","0","0","1","0","1","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","Seguro Residencial","0.871907","4","Investimento Poupanca","0.855811","66","seguro vida Emp","0.822707","5"
"42968.00","36.037","8468.388","SE","1.00","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","Emprestimo _consignado","0.953515","15",,,,,,
"42970.00","19.068","7739.238","NE","0.00","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","Investimento Fundos","0.900164","12","Emprestimo _viagem","0.883252","10",,,
"42984.00","47.736","7665.361","NE","0.00","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1",,,,,,,,,
"43005.00","18.235","7083.25","SE","1.00","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"43031.00","47.539","7230.207","S","1.00","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1","Emprestimo _pessoal","0.850508","19","Emprestimo _consignado","0.83672","17",,,
"43036.00","52.224","8471.887","CO","1.00","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",,,,,,,,,
"43037.00","39.313","7296.968","SE","0.00","1","1","1","1","0","0","1","0","1","0","0","1","1","1","1","1","0","0","1","0","Investimento Fundos_commodities","0.831425","116","Investimento Fundos_cambiais","0.820611","121",,,
"43049.00","73.278","8224.384","SE","1.00","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"43061.00","22.238","7489.609","S","1.00","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0",,,,,,,,,
"43064.00","53.366","7414.902","S","1.00","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"43065.00","39.186","6535.544","CO","1.00","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"43071.00","36.415","8357.212","S","0.00","0","1","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0",,,,,,,,,
"43083.00","27.113","6432.402","NE","1.00","0","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0",,,,,,,,,
"43087.00","23.555","8531.235","SE","1.00","1","0","0","0","1","1","1","1","0","1","0","0","0","0","0","0","1","1","1","1","Investimento Poupanca","0.946621","126",,,,,,
"43095.00","31.687","5653.847","SE","1.00","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","seguro auto","0.920324","72","seguro vida Emp","0.915598","77","Emprestimo _pessoal","0.822238","18"
"43104.00","50.206","5955.564","SE","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"43125.00","22.899","6397.715","SE","1.00","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","Investimento CDB","0.804809","21",,,,,,
"43128.00","34.624","7919.43","CO","1.00","1","1","1","1","0","1","0","1","0","1","0","0","0","1","0","0","0","1","1","0","Investimento LCI","0.855166","40","Investimento Fundos_cambiais","0.845941","44","Investimento Poupanca","0.83441","46"
"43133.00","33.542","7348.308","CO","0.00","0","0","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","seguro auto","0.917863","25","seguro vida Emp","0.915192","32",,,
"43142.00","29.336","7644.266","S","0.00","1","1","1","1","0","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0",,,,,,,,,
"43158.00","25.519","6867.249","S","1.00","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"43158.00","25.519","6867.249","S","1.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"43158.00","25.519","6867.249","S","1.00","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"43158.00","49.196","7131.919","N","1.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"43158.00","49.196","7131.919","N","1.00","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"43158.00","49.196","7131.919","N","1.00","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"43158.00","25.519","6867.249","S","1.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"43158.00","49.196","7131.919","N","1.00","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"43163.00","38.802","6625.759","SE","1.00","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",,,,,,,,,
"43169.00","37.296","7703.779","CO","1.00","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",,,,,,,,,
"43170.00","40.36","8556.146","SE","1.00","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0",,,,,,,,,
"43172.00","58.565","8167.432","N","1.00","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","0","Investimento LCI","0.945274","85","Investimento Fundos_cambiais","0.933665","96",,,
"43196.00","64.89","8179.566","SE","1.00","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","Investimento LCI","0.826283","115","Investimento Fundos_cambiais","0.822335","123",,,
"43199.00","52.517","8992.574","NE","1.00","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","Investimento LCI","0.945274","85","Investimento Fundos_cambiais","0.933665","96",,,
"43211.00","50.121","7408.557","SE","1.00","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","1","1","1","1","Investimento LCI","0.855166","40","Investimento Fundos_cambiais","0.845941","44","Investimento Poupanca","0.83441","46"
"43212.00","21.798","8968.998","NE","1.00","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",,,,,,,,,
"43214.00","35.739","8358.998","SE","1.00","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","1","0","Investimento Fundos","0.900164","12","Emprestimo _viagem","0.883252","10",,,
"43226.00","48.115","8327.64","SE","0.00","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","Emprestimo _pessoal","0.985586","13","Investimento Fundos_commodities","0.887491","52",,,
"43231.00","37.436","8241.245","NE","1.00","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1",,,,,,,,,
"43233.00","42.069","8203.965","S","0.00","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","1","1","1","seguro vida PF","0.834343","20",,,,,,
"43238.00","41.20","8489.204","S","0.00","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","1","1",,,,,,,,,
"43239.00","45.093","7815.145","S","1.00","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","Seguro Residencial","0.882474","35","seguro vida Emp","0.828179","37","seguro auto","0.826804","30"
"43242.00","34.278","8113.322","S","1.00","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","Investimento Fundos","0.956419","6","Investimento CDB","0.953475","9",,,
"43248.00","32.228","6536.329","S","0.00","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","Investimento Fundos_cambiais","0.930705","104","Investimento CDB","0.875149","113",,,
"43251.00","25.617","8098.172","NE","0.00","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"43256.00","29.106","7643.734","SE","0.00","1","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","1","1","1","1","Investimento Poupanca","0.855811","66","Investimento LCA","0.805595","60",,,
"43268.00","46.128","6859.598","SE","0.00","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",,,,,,,,,
"43278.00","37.723","7481.562","S","1.00","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0",,,,,,,,,
"43281.00","36.86","6360.458","SE","1.00","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",,,,,,,,,
"43298.00","51.662","5898.905","S","0.00","0","0","0","0","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","Investimento CDB","0.834699","2","Investimento Fundos","0.803279","1",,,
"43304.00","61.714","6787.085","NE","1.00","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","0","1","1","Emprestimo _pessoal","0.850508","19","Emprestimo _consignado","0.83672","17",,,
"43319.00","28.765","6596.546","SE","1.00","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,
"43325.00","31.90","7317.573","SE","1.00","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"43331.00","25.25","6959.613","CO","0.00","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"43333.00","37.515","7253.127","NE","1.00","0","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1",,,,,,,,,
"43337.00","48.351","8122.763","S","1.00","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"43340.00","32.69","7171.897","NE","1.00","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0",,,,,,,,,
"43355.00","20.312","7916.831","SE","1.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
"43366.00","23.541","7264.481","SE","1.00","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1",,,,,,,,,
"43382.00","34.045","7551.315","SE","0.00","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","Seguro Residencial","0.811143","22","Investimento CDB","0.804809","21",,,
